Number,Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
7512,Nissan,Murano,2007,2862,239985,SUV,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2007 nissan murano with Bluetooth, Sunroof, Leather seats. Condition: Dented door."
7513,Nissan,Patrol,2024,34492.5,165744,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2024 nissan patrol with Bluetooth, Rear camera. Condition: Engine repaired."
7514,Nissan,Patrol,2009,37884.78,288103,SUV,6,Manual Transmission,Gasoline,Black, Abu Dhabi,"2009 nissan patrol with Navigation system, Sunroof, Rear camera. Condition: Repainted bumper."
7515,Nissan,Sunny,2011,10701.45,159629,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2011 nissan sunny with Rear camera, Navigation system. Condition: No damage."
7516,Nissan,Altima,2017,7723.62,72092,Sedan,4,Automatic Transmission,Gasoline,Black, Sharjah,"2017 nissan altima with Adaptive cruise control, Navigation system, Sunroof, Bluetooth. Condition: Accident history."
7517,Nissan,Patrol,2014,70168.68,69487,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2014 nissan patrol with Sunroof, Adaptive cruise control, Rear camera, Leather seats. Condition: Accident history."
7518,Nissan,Patrol,2020,44162.28,273398,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2020 nissan patrol with Navigation system, Rear camera, Sunroof. Condition: Dented door."
7519,Nissan,Pathfinder,2011,11602.98,85649,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2011 nissan pathfinder with Adaptive cruise control, Leather seats, Navigation system. Condition: Minor scratches."
7520,Nissan,Armada,2020,34641.54,259611,SUV,8,Automatic Transmission,Gasoline,Orange, Dubai,"2020 nissan armada with Sunroof, Bluetooth, Navigation system, Leather seats. Condition: Repainted bumper."
7521,Nissan,X-Trail,2010,22183.2,270295,SUV,4,Automatic Transmission,Gasoline,Red, Dubai,"2010 nissan x-trail with Navigation system, Sunroof, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
7522,Nissan,Patrol,2006,27463.05,143159,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2006 nissan patrol with Rear camera, Leather seats, Adaptive cruise control. Condition: Dented door."
7523,Nissan,Patrol,2013,37596.96,183172,SUV,6,Manual Transmission,Gasoline,Black, Dubai,"2013 nissan patrol with Bluetooth, Sunroof. Condition: Dented door."
7524,Nissan,Pathfinder,2010,10676.88,112854,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2010 nissan pathfinder with Navigation system, Leather seats. Condition: Accident history."
7525,Nissan,Pathfinder,2010,10422.81,268667,SUV,6,Automatic Transmission,Gasoline,Silver, Sharjah,"2010 nissan pathfinder with Bluetooth, Adaptive cruise control, Sunroof, Leather seats. Condition: Dented door."
7526,Nissan,Patrol,2007,30034.8,125141,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2007 nissan patrol with Sunroof, Leather seats, Navigation system, Bluetooth. Condition: Engine repaired."
7527,Nissan,Patrol,2023,36523.98,283991,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 nissan patrol with Leather seats, Adaptive cruise control, Sunroof. Condition: Dented door."
7528,Nissan,Sunny,2015,6131.7,140809,Sedan,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2015 nissan sunny with Sunroof, Navigation system. Condition: Engine repaired."
7529,Nissan,Armada,2015,8830.62,13018,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2015 nissan armada with Rear camera, Bluetooth, Leather seats, Adaptive cruise control. Condition: No damage."
7530,Nissan,Patrol,2019,30413.34,79256,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah,"2019 nissan patrol with Leather seats, Navigation system. Condition: Repainted bumper."
7531,Nissan,Kicks,2018,15540.39,97326,SUV,4,Automatic Transmission,Gasoline,White, Sharjah,"2018 nissan kicks with Adaptive cruise control, Bluetooth, Sunroof. Condition: Accident history."
7532,Nissan,Patrol,2022,34537.32,134955,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2022 nissan patrol with Sunroof, Bluetooth. Condition: Dented door."
7533,Nissan,Patrol,2015,52775.55,28912,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2015 nissan patrol with Sunroof, Adaptive cruise control, Bluetooth, Rear camera. Condition: Engine repaired."
7534,Nissan,Sunny,2022,9448.92,57450,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2022 nissan sunny with Sunroof, Navigation system. Condition: Repainted bumper."
7535,Nissan,Patrol,2021,54433.89,179691,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 nissan patrol with Adaptive cruise control, Navigation system, Sunroof, Rear camera. Condition: Dented door."
7536,Nissan,Patrol,2011,59622.48,194813,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2011 nissan patrol with Leather seats, Rear camera, Bluetooth. Condition: Repainted bumper."
7537,Nissan,Sentra,2016,8590.32,164645,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2016 nissan sentra with Leather seats, Sunroof. Condition: Minor scratches."
7538,Nissan,Patrol,2014,28858.95,14769,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2014 nissan patrol with Sunroof, Rear camera. Condition: Dented door."
7539,Nissan,Titan,2019,29357.1,91754,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Sharjah,"2019 nissan titan with Bluetooth, Navigation system, Adaptive cruise control. Condition: Dented door."
7540,Nissan,X-Trail,2019,18810.63,258977,SUV,4,Automatic Transmission,Gasoline,Blue, Sharjah,"2019 nissan x-trail with Leather seats, Rear camera, Adaptive cruise control, Sunroof. Condition: No damage."
7541,Nissan,Patrol,2018,37669.86,232420,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2018 nissan patrol with Rear camera, Sunroof, Adaptive cruise control. Condition: Accident history."
7542,Nissan,Patrol,2014,42124.86,29015,SUV,6,Automatic Transmission,Gasoline,White,Al Ain,"2014 nissan patrol with Sunroof, Adaptive cruise control, Bluetooth, Rear camera. Condition: Minor scratches."
7543,Nissan,Patrol,2023,41607.27,254948,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2023 nissan patrol with Leather seats, Sunroof, Bluetooth, Rear camera. Condition: Repainted bumper."
7544,Nissan,Pathfinder,2018,4266.54,244499,SUV,6,Automatic Transmission,Gasoline,Burgundy, Dubai,"2018 nissan pathfinder with Navigation system, Leather seats. Condition: Minor scratches."
7545,Nissan,Maxima,2020,14157.18,51876,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2020 nissan maxima with Sunroof, Rear camera, Adaptive cruise control. Condition: Repainted bumper."
7546,Nissan,Maxima,2022,14909.13,193575,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2022 nissan maxima with Sunroof, Leather seats. Condition: No damage."
7547,Nissan,Altima,2009,23347.71,291377,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2009 nissan altima with Sunroof, Bluetooth. Condition: Repainted bumper."
7548,Nissan,X-Trail,2007,18843.57,68333,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2007 nissan x-trail with Adaptive cruise control, Bluetooth, Rear camera. Condition: Engine repaired."
7549,Nissan,X-Trail,2013,14846.76,242575,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2013 nissan x-trail with Navigation system, Adaptive cruise control. Condition: Dented door."
7550,Nissan,Patrol,2024,42368.94,233446,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2024 nissan patrol with Leather seats, Sunroof, Adaptive cruise control, Rear camera. Condition: Minor scratches."
7551,Nissan,Juke,2006,12070.35,206166,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2006 nissan juke with Leather seats, Navigation system, Rear camera, Bluetooth. Condition: Repainted bumper."
7552,Nissan,Patrol,2007,64638.81,216182,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 nissan patrol with Navigation system, Bluetooth. Condition: Engine repaired."
7553,Nissan,Altima,2012,10599.66,100391,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2012 nissan altima with Navigation system, Adaptive cruise control. Condition: Minor scratches."
7554,Nissan,Patrol,2008,31914,15813,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2008 nissan patrol with Rear camera, Leather seats. Condition: Accident history."
7555,Nissan,Armada,2012,7947.18,172027,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai,"2012 nissan armada with Sunroof, Bluetooth, Rear camera. Condition: Repainted bumper."
7556,Nissan,Altima,2021,16501.32,190953,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2021 nissan altima with Navigation system, Rear camera. Condition: No damage."
7557,Nissan,Maxima,2012,8321.4,47779,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2012 nissan maxima with Adaptive cruise control, Leather seats. Condition: Minor scratches."
7558,Nissan,Pathfinder,2020,12748.59,59449,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2020 nissan pathfinder with Bluetooth, Rear camera, Adaptive cruise control. Condition: Dented door."
7559,Nissan,Patrol,2018,14783.58,271846,SUV,8,Automatic Transmission,Gasoline,Burgundy, Dubai,"2018 nissan patrol with Rear camera, Leather seats, Sunroof. Condition: Repainted bumper."
7560,Nissan,X-Trail,2024,4795.47,116280,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2024 nissan x-trail with Adaptive cruise control, Leather seats. Condition: Dented door."
7561,Nissan,Patrol,2010,40569.39,75553,SUV,6,Manual Transmission,Gasoline,Gold, Dubai,"2010 nissan patrol with Sunroof, Rear camera, Navigation system. Condition: Minor scratches."
7562,Nissan,Patrol,2020,50295.06,32202,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2020 nissan patrol with Bluetooth, Leather seats, Sunroof, Adaptive cruise control. Condition: Minor scratches."
7563,Nissan,Patrol,2018,30602.34,277079,SUV,6,Manual Transmission,Gasoline,White, Dubai,"2018 nissan patrol with Leather seats, Sunroof, Adaptive cruise control, Bluetooth. Condition: Minor scratches."
7564,Nissan,Patrol,2014,81289.44,81811,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2014 nissan patrol with Sunroof, Bluetooth, Navigation system. Condition: Engine repaired."
7565,Nissan,Sunny,2011,4607.28,214820,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2011 nissan sunny with Adaptive cruise control, Navigation system, Bluetooth. Condition: Accident history."
7566,Nissan,Patrol,2018,41334.84,70791,Wagon,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2018 nissan patrol with Sunroof, Bluetooth, Leather seats. Condition: Minor scratches."
7567,Nissan,Patrol,2022,27972.27,185837,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 nissan patrol with Navigation system, Leather seats, Bluetooth. Condition: No damage."
7568,Nissan,Sunny,2018,5348.97,137596,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2018 nissan sunny with Navigation system, Rear camera, Leather seats, Bluetooth. Condition: No damage."
7569,Nissan,Patrol,2016,35313.03,150152,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2016 nissan patrol with Bluetooth, Sunroof, Rear camera. Condition: Repainted bumper."
7570,Nissan,Murano,2024,8766.63,71401,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2024 nissan murano with Leather seats, Adaptive cruise control, Sunroof, Navigation system. Condition: Repainted bumper."
7571,Nissan,Maxima,2022,12385.44,55301,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2022 nissan maxima with Navigation system, Adaptive cruise control, Sunroof. Condition: Engine repaired."
7572,Nissan,Armada,2019,5118.66,167466,SUV,8,Automatic Transmission,Gasoline,Red, Abu Dhabi,"2019 nissan armada with Leather seats, Navigation system. Condition: Repainted bumper."
7573,Nissan,Altima,2021,9537.21,81495,Sedan,0,Automatic Transmission,Gasoline,Brown, Abu Dhabi,"2021 nissan altima with Adaptive cruise control, Navigation system. Condition: Accident history."
7574,Nissan,Murano,2020,3716.55,102585,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2020 nissan murano with Navigation system, Rear camera. Condition: Repainted bumper."
7575,Nissan,Patrol,2008,22360.86,287349,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2008 nissan patrol with Leather seats, Navigation system, Sunroof, Rear camera. Condition: No damage."
7576,Nissan,Armada,2011,7827.84,78015,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2011 nissan armada with Sunroof, Adaptive cruise control, Navigation system. Condition: No damage."
7577,Nissan,Navara,2024,12978.63,82153,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2024 nissan navara with Rear camera, Navigation system. Condition: No damage."
7578,Nissan,Patrol,2012,54314.82,100630,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2012 nissan patrol with Navigation system, Adaptive cruise control. Condition: Dented door."
7579,Nissan,Patrol,2008,90139.77,232110,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2008 nissan patrol with Bluetooth, Leather seats. Condition: Engine repaired."
7580,Nissan,Patrol,2019,41940.45,147751,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2019 nissan patrol with Bluetooth, Rear camera, Navigation system, Sunroof. Condition: Engine repaired."
7581,Nissan,X-Trail,2013,16170.57,199877,SUV,4,Automatic Transmission,Gasoline,Blue, Sharjah,"2013 nissan x-trail with Navigation system, Bluetooth, Rear camera, Sunroof. Condition: No damage."
7582,Nissan,Patrol,2014,20253.78,293219,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2014 nissan patrol with Sunroof, Leather seats, Rear camera, Navigation system. Condition: Dented door."
7583,Nissan,Patrol,2014,75672.9,80167,SUV,8,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2014 nissan patrol with Sunroof, Navigation system. Condition: Dented door."
7584,Nissan,Patrol,2011,62757.72,183410,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2011 nissan patrol with Bluetooth, Sunroof. Condition: Accident history."
7585,Nissan,Patrol,2021,26884.71,223329,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2021 nissan patrol with Navigation system, Bluetooth. Condition: No damage."
7586,Nissan,Pathfinder,2019,15141.6,38554,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2019 nissan pathfinder with Leather seats, Rear camera. Condition: Dented door."
7587,Nissan,Patrol,2022,40486.77,189049,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2022 nissan patrol with Leather seats, Adaptive cruise control, Navigation system, Bluetooth. Condition: Dented door."
7588,Nissan,Other,2024,6890.4,269331,Pick Up Truck,4,Manual Transmission,Diesel,White, Dubai,"2024 nissan other with Leather seats, Rear camera, Navigation system. Condition: Accident history."
7589,Nissan,Pathfinder,2021,12901.14,264891,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2021 nissan pathfinder with Sunroof, Bluetooth, Rear camera, Navigation system. Condition: No damage."
7590,Nissan,Altima,2022,5977.26,107448,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2022 nissan altima with Adaptive cruise control, Navigation system. Condition: Dented door."
7591,Nissan,Patrol,2022,44492.49,124553,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2022 nissan patrol with Leather seats, Sunroof, Adaptive cruise control. Condition: Accident history."
7592,Nissan,Pathfinder,2005,9313.38,142898,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2005 nissan pathfinder with Rear camera, Bluetooth, Adaptive cruise control. Condition: Accident history."
7593,Nissan,Altima,2017,6380.91,98715,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2017 nissan altima with Rear camera, Adaptive cruise control. Condition: Repainted bumper."
7594,Nissan,Patrol,2006,78756.3,282965,SUV,8,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2006 nissan patrol with Bluetooth, Leather seats, Rear camera. Condition: Accident history."
7595,Nissan,Armada,2024,5706.18,36871,Van,8,Automatic Transmission,Gasoline,White, Sharjah,"2024 nissan armada with Navigation system, Leather seats. Condition: Engine repaired."
7596,Nissan,Micra,2013,8131.05,36837,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2013 nissan micra with Navigation system, Bluetooth, Sunroof, Leather seats. Condition: Accident history."
7597,Nissan,Altima,2022,10644.75,108777,Sedan,4,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2022 nissan altima with Rear camera, Adaptive cruise control. Condition: Repainted bumper."
7598,Nissan,Pathfinder,2005,19864.17,214330,SUV,6,Automatic Transmission,Gasoline,Brown, Abu Dhabi,"2005 nissan pathfinder with Leather seats, Adaptive cruise control. Condition: Accident history."
7599,Nissan,Patrol,2023,71003.25,103743,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2023 nissan patrol with Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
7600,Nissan,Patrol,2011,67407.12,224108,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2011 nissan patrol with Sunroof, Rear camera, Adaptive cruise control, Navigation system. Condition: Accident history."
7601,Nissan,Altima,2017,23747.85,43027,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2017 nissan altima with Bluetooth, Leather seats. Condition: Dented door."
7602,Nissan,Patrol,2005,4759.29,265359,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2005 nissan patrol with Bluetooth, Leather seats, Adaptive cruise control. Condition: Accident history."
7603,Nissan,Sunny,2016,7029.72,294403,Other,4,Manual Transmission,Gasoline,White, Dubai,"2016 nissan sunny with Leather seats, Navigation system, Bluetooth, Rear camera. Condition: Engine repaired."
7604,Nissan,Patrol,2018,21116.97,184740,Wagon,8,Automatic Transmission,Gasoline,White, Ras Al Khaimah,"2018 nissan patrol with Bluetooth, Sunroof. Condition: Engine repaired."
